EID_x,Title_x,References,ref_title,Authors,Title_y,Abstract,DOI,Year,Cited by,Author Keywords,Index Keywords,EID_y
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Seteres, V., Ossevroot, M.A., Influence of student characteristics on use of adaptive e-learning material (2012) Int Journal of Computers & Education, 58 (3), pp. 942-952",Influence of student characteristics on use of adaptive e-learning material,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Shen, L., Shen, R., Ontology based Content Recommendation (2005) International Journal of Continued Engineering and Education, 15 (1), pp. 13-26",Ontology based Content Recommendation,"Shen L., Shen R.",Ontology based Content Recommendation,[No abstract available],,2005.0,1.0,,,2-s2.0-85073833077
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Shute, V., Towle, B., Adaptive e-learning (2010) Educ Psychol, 38 (2), pp. 105-114",Adaptive e-learning,"Shute V., Towle B.",Adaptive e-learning,"It has long been known that differences among individuals have an effect on learning. Dick Snow's research on aptitude-treatment interactions (ATIs) was designed to investigate and quantify these effects, and more recent research in this vein has clearly established that these effects can be quantified and predicted. Technology has now reached a point where we have the opportunity to capitalize on these effects to the benefit of learners. In this article, we review some of the demonstrated effects of ATIs, describe how ATI research naturally leads to adaptive e-learning, and describe one way in which an adaptive e-learning system might be implemented to take advantage of these effects.",10.1207/S15326985EP3802_5,2003.0,156.0,,,2-s2.0-0037903187
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Strumiłło, P., Kamiński, W., Radial Basis Function Neural Networks: Theory and Applications, Neural Networks and Soft Computing (2013) Advances in Soft Computing, 19 (5), pp. 107-119",Neural Networks and Soft Computing,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Tambe, S., Kadam, G., An Efficient framework for E-Learning Recommendation system using fuzzy Logic and Ontology (2016) International Research Journal of Engineering and Technology (IRJET), 3 (6), pp. 2062-2067",An Efficient framework for E-Learning Recommendation system using fuzzy Logic and Ontology,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Vanbelle, S., A New Interpretation of the Weighted Kappa Coefficients (2016) Psychometrica, 81 (2), pp. 399-410",A New Interpretation of the Weighted Kappa Coefficients,Vanbelle S.,A New Interpretation of the Weighted Kappa Coefficients,"Reliability and agreement studies are of paramount importance. They do contribute to the quality of studies by providing information about the amount of error inherent to any diagnosis, score or measurement. Guidelines for reporting reliability and agreement studies were recently provided. While the use of the kappa-like family is advised for categorical and ordinal scales, no further guideline in the choice of a weighting scheme is given. In the present paper, a new simple and practical interpretation of the linear- and quadratic-weighted kappa coefficients is given. This will help researchers in motivating their choice of a weighting scheme. © 2014, The Psychometric Society.",10.1007/s11336-014-9439-4,2016.0,50.0,agreement; linear; ordinal scale; quadratic; reliability,human; observer variation; psychometry; reproducibility; statistical model; statistics; Humans; Linear Models; Observer Variation; Psychometrics; Reproducibility of Results; Statistics as Topic,2-s2.0-84971247409
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Viola, S.R., Graf, S., Kinshuk, T.L., Analysis of Felder-Silverman Index of Learning Styles by a Data-driven Statistical Approach (2006) IEEE International Symposium on Multimedia (ISM'06), pp. 7695-7704",Analysis of Felder-Silverman Index of Learning Styles by a Data-driven Statistical Approach,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," West, D.M., Learning, M., Transforming Education, Engaging Students and Improving Outcomes (2013) International Journal of ICT, E-Management and E-Learning, 4",Engaging Students and Improving Outcomes,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Yarandi, M., A Personalized Adaptive E-Learning Approach Based On Semantic Web Technology (2013) Journal of Webology, 10 (2), pp. 751-766",A Personalized Adaptive E-Learning Approach Based On Semantic Web Technology,,,,,,,,,
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Yarandi, M., Jahankhani, H., Tawil, A.-R., A personalized adaptive e-learning approach based on semantic web technology (2013) Webology, 10 (2)",A personalized adaptive e-learning approach based on semantic web technology,"Yarandi M., Jahankhani H., Tawil A.-R.H.",A personalized adaptive e-learning approach based on semantic web technology,"Recent developments in semantic web technologies heightened the need for online adaptive learning environment. Adaptive learning is an important research topic in the field of web-based systems as there are no fixed learning paths which are appropriate for all learners. However, most studies in this field have only focused on learning styles and habits of learners. Far too little attention has been paid on understanding the ability of learners. Therefore, it is becoming increasingly difficult to ignore adaptation in the field of e-learning systems. Many researchers are adopting semantic web technologies to find new ways for designing adaptive learning systems based on describing knowledge using ontological models. Ontologies have the potential to design content and learner models required to create adaptive e-learning systems based on various characteristics of learners. The aim of this paper is to present an ontology-based approach to develop adaptive e-learning system based on the design of semantic content, learner and domain models to tailor the teaching process for individual learner's needs. The proposed new adaptive e-learning has the ability to support personalization based on learner's ability, learning style, preferences and levels of knowledge. In our approach the ontological user profile is updated based on achieved learner's abilities. © 2013, Maryam Yarandi, Hossein Jahankhani, & Abdel-Rahman H. Tawil.",,2013.0,45.0,Adaptive learning; E-learning; Ontology; Personalized learning; Semantic web,,2-s2.0-84938071442
2-s2.0-85071338621,"Ontology based E-learning framework: A personalized, adaptive and context aware model"," Yathongchai, C., Leamer Classification Based on Learning Behavior and Performance (2013) IEEE Conference on Open Systems, , ICOS",Leamer Classification Based on Learning Behavior and Performance,,,,,,,,,
2-s2.0-85077011935,The CoRg Project: Cognitive Reasoning,"Álvez, J., Lucio, P., Rigau, G., Adimen-SUMO: reengineering an ontology for first-order reasoning (2012) Int J Semant Web Inf Syst, 8 (4), pp. 80-116",Adimen-SUMO: reengineering an ontology for first-order reasoning,,,,,,,,,
2-s2.0-85077011935,The CoRg Project: Cognitive Reasoning," Basile, V., Cabrio, E., Schon, C., KNEWS: Using logical and lexical semantics to extract knowledge from natural language (2016) Proceedings of the European Conference on Artificial Intelligence (ECAI) 2016 Conference",KNEWS: Using logical and lexical semantics to extract knowledge from natural language,"Basile V., Cabrio E., Schon C.",KNEWS: Using logical and lexical semantics to extract knowledge from natural language,[No abstract available],,2016.0,11.0,,,2-s2.0-85033444430
2-s2.0-85077011935,The CoRg Project: Cognitive Reasoning," Bender, M., Pelzer, B., Schon, C., System description: E-KRHyper 1.4 (2013) International Conference on Automated Deduction, pp. 126-134. , Springer",System description: E-KRHyper 1.4,,,,,,,,,
